inventory_id,dealer_id,product_id,stock_level,reorder_threshold,last_restock_date,last_sold_date,location,daily_consumption_rate,avg_monthly_demand,supplier_lead_time,order_quantity,days_since_restock,days_since_last_sold,safety_stock_level,historical_sales,stock_reorder_flag,stock_value
2505,259,7229,35,55,2024-12-15 06:08:32.810949,2025-01-26 06:08:32.887100,Distribution Hub,1.97,59,7,71,69,27,20,3140,1,1681.94
2506,248,7877,241,31,2024-12-21 06:08:32.810954,2024-12-29 06:08:32.887126,Warehouse A,2.13,63,15,106,63,55,47,1435,0,12497.6
2507,363,1874,150,91,2024-12-28 06:08:32.810959,2025-01-07 06:08:32.887138,Distribution Hub,4.86,145,14,189,56,46,102,1668,0,3590.48
2508,329,6543,62,30,2025-02-05 06:08:32.810965,2025-01-19 06:08:32.887147,Distribution Hub,3.82,114,7,167,17,34,40,2818,0,3062.03
2509,299,4809,153,60,2025-01-02 06:08:32.810970,2025-02-09 06:08:32.887153,Store Y,3.98,119,13,140,51,13,77,1313,0,11640.74
2510,149,3107,187,23,2025-01-16 06:08:32.810975,2025-02-05 06:08:32.887159,Warehouse B,1.83,54,20,138,37,17,54,3154,0,3967.92
2511,166,1559,222,83,2024-11-26 06:08:32.810980,2025-02-04 06:08:32.887164,Store Y,2.89,86,22,19,88,18,95,2113,0,8673.66
2512,399,9308,92,18,2025-02-13 06:08:32.810985,2025-02-04 06:08:32.887169,Store Y,1.91,57,9,58,9,18,25,3685,0,1345.74
2513,480,5969,4,27,2025-01-15 06:08:32.810991,2025-01-21 06:08:32.887174,Warehouse B,1.67,50,19,74,38,32,47,4836,1,101.75
2514,157,4046,437,22,2024-12-31 06:08:32.811000,2025-01-03 06:08:32.887186,Store Y,2.91,87,20,170,53,50,87,1474,0,20128.23
2515,358,1043,165,26,2025-02-09 06:08:32.811009,2025-01-19 06:08:32.887192,Distribution Hub,4.94,148,22,132,13,34,163,479,0,16099.43
2516,441,1508,445,96,2024-12-31 06:08:32.811018,2025-02-03 06:08:32.887197,Store X,1.47,44,10,102,53,19,22,192,0,31774.69
2517,425,7107,24,34,2024-12-09 06:08:32.811027,2025-01-25 06:08:32.887202,Warehouse A,1.59,47,8,172,75,28,19,592,1,2243.92
2518,229,4439,97,63,2024-11-26 06:08:32.811034,2025-02-15 06:08:32.887208,Warehouse A,1.59,47,27,174,88,7,64,1255,0,1449.57
2519,314,4928,267,25,2025-01-04 06:08:32.811039,2025-01-29 06:08:32.887213,Store Y,4.06,121,17,188,49,24,103,4203,0,25227.34
2520,271,6411,149,33,2024-12-14 06:08:32.811044,2025-02-06 06:08:32.887218,Warehouse B,2.8,84,5,63,70,16,21,4551,0,7979.04
2521,357,1916,392,84,2025-01-18 06:08:32.811049,2025-02-22 06:08:32.887223,Distribution Hub,2.23,66,28,72,35,0,93,1042,0,12473.89
2522,201,1798,251,32,2025-02-06 06:08:32.811056,2025-01-16 06:08:32.887228,Store Y,4.3,129,6,55,16,37,38,760,0,21398.74
2523,308,5971,83,50,2025-02-09 06:08:32.811064,2025-01-05 06:08:32.887233,Distribution Hub,1.84,55,19,183,13,48,52,1519,0,5156.66
2524,390,2760,284,95,2025-02-11 06:08:32.811073,2024-12-25 06:08:32.887244,Distribution Hub,2.26,67,8,130,11,59,27,1837,0,3868.28
2525,453,4275,171,42,2024-11-27 06:08:32.811082,2025-01-01 06:08:32.887250,Warehouse A,0.83,24,17,187,87,52,21,1885,0,9550.93
2526,385,1818,220,51,2025-02-20 06:08:32.811091,2025-01-24 06:08:32.887255,Store X,1.04,31,27,16,2,29,42,2480,0,14515.26
2527,215,6040,108,57,2025-02-03 06:08:32.811100,2025-01-26 06:08:32.887260,Store X,1.12,33,18,93,19,27,30,3887,0,722.28
2528,363,4065,26,27,2025-01-08 06:08:32.811109,2025-01-21 06:08:32.887265,Warehouse B,2.06,61,19,137,45,32,58,3711,1,1487.62
2529,249,4259,245,72,2025-01-07 06:08:32.811116,2025-02-10 06:08:32.887271,Store X,2.86,85,12,198,46,12,51,3767,0,9678.37
2530,399,1906,54,87,2025-01-06 06:08:32.811121,2025-01-30 06:08:32.887276,Store Y,0.5,15,13,21,47,23,9,554,1,2613.67
2531,135,1602,464,20,2025-01-04 06:08:32.811126,2025-01-10 06:08:32.887281,Warehouse A,1.35,40,9,83,49,43,18,3675,0,7122.43
2532,432,5295,132,33,2024-12-05 06:08:32.811131,2025-01-17 06:08:32.887286,Warehouse A,1.29,38,29,47,79,36,56,3755,0,6966.11
2533,386,4527,51,70,2025-01-11 06:08:32.811137,2025-02-01 06:08:32.887291,Distribution Hub,1.64,49,29,104,42,21,71,2624,1,5025.99
2534,402,5543,492,73,2025-01-20 06:08:32.811145,2025-01-02 06:08:32.887296,Store Y,1.25,37,7,176,33,51,13,402,0,36959.41
2535,410,2811,252,45,2025-01-12 06:08:32.811154,2025-02-10 06:08:32.887302,Store Y,1.38,41,11,158,41,12,22,2930,0,23472.86
2536,307,8963,268,92,2024-12-15 06:08:32.811163,2025-01-14 06:08:32.887307,Distribution Hub,4.93,147,12,160,69,39,88,3375,0,8405.03
2537,205,6249,297,86,2024-11-28 06:08:32.811172,2025-02-11 06:08:32.887312,Distribution Hub,3.18,95,20,181,86,11,95,2808,0,12276.72
2538,257,5615,398,62,2025-02-03 06:08:32.811178,2024-12-28 06:08:32.887317,Warehouse A,3.93,117,21,181,19,56,123,3219,0,26529.24
2539,220,9916,78,92,2025-01-14 06:08:32.811183,2025-01-13 06:08:32.887322,Store Y,4.19,125,14,30,39,40,87,563,1,5870.65
2540,154,7766,17,56,2025-02-15 06:08:32.811188,2025-01-05 06:08:32.887327,Store X,3.5,105,25,114,7,48,131,387,1,576.1
2541,499,1802,305,61,2025-01-14 06:08:32.811194,2025-01-08 06:08:32.887335,Store X,3.67,110,5,101,39,45,27,1467,0,11596.48
2542,111,3582,257,88,2025-01-19 06:08:32.811199,2025-02-16 06:08:32.887344,Warehouse A,3.35,100,23,198,34,6,115,3523,0,4500.94
2543,244,7445,342,66,2025-01-09 06:08:32.811204,2025-01-18 06:08:32.887352,Store X,3.42,102,22,128,44,35,112,1581,0,23761.19
2544,499,4837,106,84,2024-12-15 06:08:32.811209,2025-01-25 06:08:32.887361,Store X,4.68,140,22,161,69,28,154,1771,0,4039.57
2545,495,9718,396,32,2024-12-16 06:08:32.811214,2025-01-25 06:08:32.887370,Store Y,1.34,40,24,116,68,28,48,3352,0,7197.78
2546,235,2665,490,68,2024-12-21 06:08:32.811219,2025-01-28 06:08:32.887379,Store Y,1.74,52,9,168,63,25,23,3749,0,31962.08
2547,102,9651,451,78,2024-12-13 06:08:32.811225,2025-01-27 06:08:32.887388,Warehouse B,0.92,27,15,14,71,26,20,1869,0,2789.21
2548,243,7975,46,65,2025-01-05 06:08:32.811233,2025-01-30 06:08:32.887397,Store Y,4.27,128,5,174,48,23,32,881,1,4381.83
2549,129,3552,245,95,2025-02-19 06:08:32.811242,2025-01-23 06:08:32.887404,Warehouse B,2.52,75,26,103,3,30,98,124,0,16145.04
2550,336,8475,88,51,2024-11-29 06:08:32.811251,2025-02-16 06:08:32.887409,Store Y,4.58,137,15,41,85,6,103,4657,0,5521.62
2551,378,3808,202,27,2025-01-19 06:08:32.811259,2025-02-06 06:08:32.887414,Distribution Hub,2.35,70,15,43,34,16,52,1325,0,13428.32
2552,447,6633,433,80,2025-02-13 06:08:32.811268,2025-01-05 06:08:32.887419,Store Y,2.49,74,9,38,9,48,33,1896,0,15186.04
2553,214,7096,239,42,2024-12-23 06:08:32.811278,2025-01-21 06:08:32.887424,Warehouse B,2.52,75,24,127,61,32,90,3348,0,6490.11
2554,203,9823,489,12,2025-02-02 06:08:32.811286,2025-01-20 06:08:32.887429,Store X,3.26,97,26,142,20,33,127,3066,0,27382.33
2555,217,3456,267,37,2025-01-13 06:08:32.811296,2024-12-27 06:08:32.887434,Store Y,3.95,118,22,167,40,57,130,3254,0,25281.07
2556,104,6423,12,10,2025-02-10 06:08:32.811305,2025-02-05 06:08:32.887440,Store X,2.08,62,12,116,12,17,37,2968,0,380.41
2557,459,5317,136,72,2025-01-25 06:08:32.811313,2025-01-13 06:08:32.887445,Store X,3.34,100,26,182,28,40,130,1300,0,9935.91
2558,347,2556,314,56,2025-01-05 06:08:32.811323,2025-02-18 06:08:32.887451,Store Y,1.42,42,19,155,48,4,40,4834,0,30602.42
2559,463,3205,172,46,2024-12-10 06:08:32.811332,2025-02-22 06:08:32.887456,Store Y,2.99,89,7,87,74,0,31,3381,0,9836.91
2560,420,4955,229,95,2024-12-09 06:08:32.811342,2025-02-16 06:08:32.887461,Distribution Hub,2.96,88,20,174,75,6,88,1043,0,11121.88
2561,220,7805,197,57,2025-02-15 06:08:32.811351,2024-12-27 06:08:32.887466,Warehouse B,4.5,135,24,20,7,57,162,690,0,14985.33
2562,385,1404,490,28,2024-12-02 06:08:32.811365,2025-01-20 06:08:32.887501,Store Y,4.53,135,16,13,82,33,108,1262,0,9031.5
2563,248,2620,242,23,2024-12-01 06:08:32.811372,2025-02-20 06:08:32.887508,Store X,2.69,80,6,122,83,2,24,4416,0,1970.76
2564,183,3952,42,76,2025-02-08 06:08:32.811377,2025-01-18 06:08:32.887513,Store X,0.61,18,24,55,14,35,21,587,1,1613.92
2565,330,9080,329,92,2024-12-03 06:08:32.811386,2025-01-19 06:08:32.887518,Store Y,4.3,129,29,133,81,34,187,394,0,27812.72
2566,387,4118,278,94,2024-11-27 06:08:32.811396,2025-01-03 06:08:32.887524,Warehouse B,0.5,15,24,140,87,50,18,484,0,3437.3
2567,260,8380,78,74,2025-02-03 06:08:32.811405,2024-12-28 06:08:32.887529,Store X,2.65,79,17,62,19,56,67,4771,0,4769.98
2568,371,7630,428,35,2024-12-30 06:08:32.811414,2025-02-11 06:08:32.887534,Distribution Hub,0.59,17,28,161,54,11,24,658,0,4234.63
2569,137,1565,278,19,2024-12-24 06:08:32.811422,2025-02-08 06:08:32.887539,Store X,2.09,62,23,107,60,14,72,4166,0,14620.61
2570,325,5799,231,86,2024-12-17 06:08:32.811431,2025-02-19 06:08:32.887544,Warehouse B,3.37,101,17,145,67,3,85,4543,0,4009.37
2571,241,8670,100,79,2025-01-19 06:08:32.811445,2024-12-29 06:08:32.887549,Warehouse A,2.17,65,25,143,34,55,81,3987,0,6271.99
2572,391,3868,161,52,2024-11-25 06:08:32.811454,2025-01-21 06:08:32.887554,Distribution Hub,4.67,140,22,94,89,32,154,566,0,5549.19
2573,250,9776,143,79,2025-01-12 06:08:32.811462,2025-02-07 06:08:32.887559,Distribution Hub,3.38,101,29,95,41,15,147,3648,0,5750.61
2574,213,5327,446,89,2025-01-22 06:08:32.811471,2025-01-25 06:08:32.887564,Warehouse A,3.41,102,20,27,31,28,102,4185,0,4897.61
2575,336,7413,108,81,2025-01-14 06:08:32.811480,2025-02-17 06:08:32.887570,Distribution Hub,2.18,65,29,143,39,5,94,4149,0,8502.21
2576,165,8614,434,68,2024-12-06 06:08:32.811490,2025-01-05 06:08:32.887575,Distribution Hub,0.67,20,14,100,78,48,14,2373,0,27017.4
2577,460,2245,232,12,2025-01-01 06:08:32.811499,2025-01-17 06:08:32.887580,Distribution Hub,3.82,114,11,117,52,36,63,4598,0,13977.87
2578,440,9243,110,14,2025-01-06 06:08:32.811508,2025-01-31 06:08:32.887585,Store X,3.72,111,6,176,47,22,33,187,0,7427.03
2579,357,1537,415,94,2025-02-02 06:08:32.811517,2025-02-10 06:08:32.887590,Store X,2.89,86,8,120,20,12,34,2469,0,28243.28
2580,348,1540,421,87,2025-01-01 06:08:32.811527,2025-01-10 06:08:32.887595,Store Y,2.37,71,26,10,52,43,92,4576,0,16194.87
2581,430,1814,231,92,2024-12-13 06:08:32.811536,2025-02-22 06:08:32.887600,Store Y,2.92,87,29,24,71,0,127,3096,0,7178.5
2582,422,2415,439,46,2024-12-22 06:08:32.811545,2024-12-28 06:08:32.887605,Store X,3.86,115,26,151,62,56,150,3372,0,14602.91
2583,279,2652,237,93,2025-02-17 06:08:32.811553,2025-02-11 06:08:32.887610,Distribution Hub,3.71,111,8,86,5,11,44,896,0,19452.88
2584,289,5062,196,61,2024-12-27 06:08:32.811562,2025-01-27 06:08:32.887615,Warehouse B,3.46,103,5,94,57,26,25,1194,0,4136.01
2585,253,3356,272,75,2025-02-18 06:08:32.811571,2025-01-29 06:08:32.887621,Warehouse A,4.57,137,20,183,4,24,137,3560,0,13937.99
2586,295,4810,85,72,2025-02-11 06:08:32.811580,2025-02-01 06:08:32.887626,Store Y,3.24,97,27,120,11,21,131,4966,0,5477.19
2587,410,1185,294,16,2025-02-03 06:08:32.811588,2025-01-20 06:08:32.887633,Distribution Hub,0.57,17,27,126,19,33,23,2776,0,15888.77
2588,361,2551,40,62,2024-11-30 06:08:32.811597,2025-02-05 06:08:32.887642,Store Y,3.28,98,10,50,84,17,49,3008,1,2302.71
2589,242,8013,47,15,2025-01-26 06:08:32.811607,2025-01-13 06:08:32.887651,Warehouse B,3.26,97,23,123,27,40,112,3088,0,3981.34
2590,441,1761,465,16,2025-01-24 06:08:32.811616,2025-02-07 06:08:32.887661,Distribution Hub,0.81,24,9,15,29,15,10,3766,0,16876.2
2591,415,7163,411,53,2025-02-04 06:08:32.811624,2025-01-25 06:08:32.887670,Store X,2.42,72,27,29,18,28,98,4540,0,15558.92
2592,200,8635,76,27,2025-01-16 06:08:32.811632,2025-01-24 06:08:32.887679,Warehouse B,3.43,102,10,77,37,29,51,585,0,1577.5
2593,343,4281,177,63,2024-12-23 06:08:32.811640,2025-01-24 06:08:32.887688,Store Y,3.67,110,11,49,61,29,60,3857,0,13501.41
2594,111,2536,489,38,2025-01-06 06:08:32.811648,2025-02-03 06:08:32.887697,Distribution Hub,4.52,135,9,156,47,19,61,3310,0,12074.93
2595,338,7201,256,92,2024-11-25 06:08:32.811656,2025-01-07 06:08:32.887706,Distribution Hub,4.29,128,5,113,89,46,32,1814,0,13920.7
2596,148,4164,116,34,2025-02-02 06:08:32.811665,2025-02-01 06:08:32.887715,Warehouse A,1.02,30,25,136,20,21,38,1590,0,9992.82
2597,141,3770,433,72,2024-12-14 06:08:32.811675,2025-01-12 06:08:32.887724,Warehouse A,3.24,97,6,83,70,41,29,2277,0,6202.34
2598,265,8399,18,77,2025-01-04 06:08:32.811683,2025-01-20 06:08:32.887730,Warehouse A,3.18,95,14,134,49,33,66,4800,1,378.17
2599,181,4845,481,22,2025-02-07 06:08:32.811692,2025-02-19 06:08:32.887735,Store X,1.87,56,6,78,15,3,16,4277,0,10789.56
2600,390,4435,58,41,2025-02-04 06:08:32.811701,2025-01-04 06:08:32.887741,Distribution Hub,1.33,39,24,11,18,49,47,4305,0,1030.43
2601,257,5710,195,36,2025-01-15 06:08:32.811710,2025-01-23 06:08:32.887746,Distribution Hub,1.4,42,18,104,38,30,37,109,0,18478.96
2602,315,1561,106,60,2024-11-25 06:08:32.811719,2025-01-03 06:08:32.887753,Store Y,1.3,39,26,53,89,50,50,3867,0,7981.32
2603,257,5717,450,43,2024-11-30 06:08:32.811729,2025-01-04 06:08:32.887762,Store X,4.13,123,25,62,84,49,154,2889,0,21699.98
2604,233,8623,424,37,2025-01-31 06:08:32.811738,2025-02-09 06:08:32.887771,Warehouse A,1.17,35,11,15,22,13,19,1522,0,14109.02
2605,166,8187,393,82,2024-12-08 06:08:32.811747,2025-02-15 06:08:32.887777,Distribution Hub,1.69,50,14,52,76,7,35,825,0,6265.63
2606,435,3180,283,81,2024-12-24 06:08:32.811756,2025-01-17 06:08:32.887783,Warehouse A,1.48,44,12,156,60,36,26,1593,0,2051.51
2607,106,2960,33,94,2024-12-18 06:08:32.811765,2025-02-18 06:08:32.887788,Warehouse B,3.71,111,5,155,66,4,27,2808,1,2202.55
2608,113,4879,294,39,2025-01-27 06:08:32.811774,2025-02-15 06:08:32.887793,Store X,1.21,36,12,39,26,7,21,1538,0,15576.49
2609,172,6153,494,18,2024-12-20 06:08:32.811783,2025-02-12 06:08:32.887804,Warehouse A,0.61,18,20,154,64,10,18,1824,0,30272.83
2610,498,8035,250,22,2024-12-26 06:08:32.811792,2024-12-29 06:08:32.887810,Store X,2.18,65,18,126,58,55,58,1605,0,5227.5
2611,262,4270,125,91,2025-02-19 06:08:32.811802,2025-01-25 06:08:32.887815,Distribution Hub,1.87,56,23,190,3,28,64,3625,0,7616.22
2612,165,5687,338,73,2025-01-23 06:08:32.811811,2024-12-30 06:08:32.887820,Warehouse B,2.29,68,14,140,30,54,48,4619,0,8254.15
2613,446,1582,105,47,2025-02-03 06:08:32.811820,2025-02-02 06:08:32.887825,Store Y,3.89,116,22,162,19,20,128,3698,0,934.27
2614,229,1288,439,31,2025-02-12 06:08:32.811829,2025-01-15 06:08:32.887830,Warehouse B,0.56,16,6,167,10,38,5,4926,0,38568.22
2615,305,6664,179,40,2024-11-25 06:08:32.811838,2025-02-10 06:08:32.887836,Store X,0.67,20,9,173,89,12,9,4638,0,14964.16
2616,375,8979,109,51,2025-01-07 06:08:32.811847,2025-01-05 06:08:32.887841,Warehouse B,1.65,49,6,87,46,48,14,4051,0,6642.4
2617,355,4859,227,71,2025-02-03 06:08:32.811852,2025-02-04 06:08:32.887846,Distribution Hub,4.5,135,24,178,19,18,162,525,0,20863.13
2618,365,4060,120,73,2024-12-26 06:08:32.811858,2025-02-20 06:08:32.887851,Store X,1.26,37,7,160,58,2,13,762,0,9403.55
2619,124,2183,106,83,2024-11-29 06:08:32.811863,2025-01-20 06:08:32.887856,Store X,4.99,149,28,187,85,33,209,2979,0,3294.28
2620,380,5335,130,18,2025-02-16 06:08:32.811868,2025-01-16 06:08:32.887861,Distribution Hub,4.13,123,13,123,6,37,80,2513,0,11946.44
2621,352,2446,22,53,2025-01-02 06:08:32.811873,2025-02-04 06:08:32.887867,Warehouse A,2.55,76,15,25,51,18,57,3270,1,921.18
2622,409,7679,144,72,2025-02-08 06:08:32.811878,2025-01-22 06:08:32.887872,Store Y,3.87,116,20,101,14,31,116,1643,0,14172.16
2623,388,7213,326,49,2024-12-26 06:08:32.811886,2025-01-07 06:08:32.887877,Warehouse B,2.83,84,18,167,58,46,76,2244,0,23236.55
2624,263,2903,153,97,2025-02-14 06:08:32.811895,2025-01-18 06:08:32.887882,Store Y,3.05,91,18,69,8,35,82,682,0,3793.28
2625,194,8894,106,50,2025-02-20 06:08:32.811904,2025-01-03 06:08:32.887888,Store Y,3.11,93,26,114,2,50,121,3662,0,4513.42
2626,369,3377,145,81,2025-02-04 06:08:32.811913,2025-01-15 06:08:32.887893,Distribution Hub,3.42,102,24,198,18,38,123,4592,0,9889.97
2627,420,1847,251,59,2024-11-28 06:08:32.811923,2025-01-02 06:08:32.887898,Warehouse A,0.77,23,15,15,86,51,17,1282,0,20054.28
2628,209,8370,493,29,2024-12-27 06:08:32.811928,2025-01-01 06:08:32.887903,Store Y,3.27,98,15,48,57,52,73,2160,0,29463.01
2629,435,7341,301,90,2025-01-18 06:08:32.811934,2025-02-09 06:08:32.887909,Store X,3.73,111,22,14,35,13,123,1926,0,22675.47
2630,409,2239,69,79,2024-12-18 06:08:32.811939,2025-02-16 06:08:32.887914,Warehouse A,1.9,57,15,12,66,6,42,426,1,3502.03
2631,337,6600,30,51,2024-12-28 06:08:32.811944,2025-02-03 06:08:32.887919,Distribution Hub,4.9,147,28,83,56,19,205,4107,1,962.79
2632,480,5791,92,42,2024-12-02 06:08:32.811949,2025-01-22 06:08:32.887924,Store Y,1.15,34,18,39,82,31,31,2071,0,6619.58
2633,486,3365,136,72,2025-01-10 06:08:32.811958,2025-01-08 06:08:32.887930,Distribution Hub,4.6,138,23,89,43,45,158,3308,0,11334.53
2634,489,6055,373,66,2024-12-11 06:08:32.811967,2024-12-31 06:08:32.887935,Warehouse B,3.54,106,22,20,73,53,116,4099,0,13125.69
2635,124,6622,162,74,2024-12-12 06:08:32.811976,2024-12-28 06:08:32.887940,Distribution Hub,3.49,104,8,140,72,56,41,2630,0,7390.0
2636,240,1372,80,61,2025-02-14 06:08:32.811982,2025-01-23 06:08:32.887945,Store X,4.44,133,17,24,8,30,113,4710,0,2967.41
2637,216,8783,315,97,2025-02-17 06:08:32.811987,2025-02-01 06:08:32.887951,Distribution Hub,4.24,127,6,181,5,21,38,2168,0,5930.42
2638,491,2949,75,15,2025-02-09 06:08:32.811992,2025-02-18 06:08:32.887956,Warehouse A,2.05,61,23,63,13,4,70,4065,0,5837.02
2639,124,1244,62,16,2025-02-15 06:08:32.812001,2025-01-23 06:08:32.887961,Warehouse B,3.67,110,13,138,7,30,71,2396,0,3314.57
2640,178,8795,99,18,2025-02-01 06:08:32.812010,2025-02-08 06:08:32.887966,Store X,0.73,21,27,22,21,14,29,3760,0,2018.7
2641,167,6772,435,70,2025-01-16 06:08:32.812019,2025-01-10 06:08:32.887971,Warehouse B,2.59,77,15,72,37,43,58,3079,0,16484.79
2642,272,1124,47,89,2025-01-08 06:08:32.812028,2025-02-06 06:08:32.887976,Store X,4.72,141,21,121,45,16,148,2413,1,3542.43
2643,111,2919,444,43,2025-01-01 06:08:32.812038,2024-12-29 06:08:32.887982,Warehouse B,1.73,51,9,65,52,55,23,1863,0,18185.09
2644,387,1530,407,44,2025-01-05 06:08:32.812047,2025-01-01 06:08:32.887987,Store Y,0.72,21,25,48,48,52,27,4597,0,4809.84
2645,227,8849,73,29,2024-12-22 06:08:32.812055,2025-01-17 06:08:32.887992,Distribution Hub,3.12,93,13,176,62,36,60,1858,0,1096.31
2646,195,7929,313,67,2024-12-06 06:08:32.812060,2025-02-04 06:08:32.887998,Warehouse A,2.1,63,20,111,78,18,63,2896,0,31243.82
2647,191,5349,191,96,2025-01-02 06:08:32.812065,2025-02-13 06:08:32.888003,Warehouse A,2.21,66,16,76,51,9,53,587,0,8720.34
2648,240,5756,29,69,2025-02-18 06:08:32.812070,2025-01-10 06:08:32.888008,Store Y,3.12,93,5,167,4,43,23,1026,1,1897.52
2649,130,2801,156,63,2024-11-28 06:08:32.812075,2025-01-20 06:08:32.888013,Warehouse B,3.3,99,21,117,86,33,103,4093,0,9958.36
2650,433,6156,486,44,2024-12-28 06:08:32.812080,2025-01-05 06:08:32.888018,Distribution Hub,2.47,74,18,178,56,48,66,649,0,10098.99
2651,119,8856,265,56,2024-12-09 06:08:32.812085,2025-01-29 06:08:32.888024,Store Y,2.78,83,11,99,75,24,45,2062,0,11369.73
2652,245,6461,255,55,2025-01-19 06:08:32.812091,2025-01-17 06:08:32.888029,Warehouse B,4.97,149,27,148,34,36,201,1166,0,18581.89
2653,415,6302,38,96,2025-01-08 06:08:32.812096,2024-12-27 06:08:32.888034,Distribution Hub,4.81,144,20,85,45,57,144,1055,1,1723.35
2654,489,8432,54,13,2025-02-06 06:08:32.812101,2025-01-26 06:08:32.888041,Warehouse B,3.68,110,19,127,16,27,104,2973,0,3292.99
2655,259,7189,27,19,2025-02-13 06:08:32.812107,2025-02-08 06:08:32.888050,Warehouse A,1.23,36,28,95,9,14,51,1839,0,1086.32
2656,448,2142,401,84,2024-12-04 06:08:32.812112,2025-02-03 06:08:32.888059,Distribution Hub,2.12,63,8,31,80,19,25,3176,0,12103.25
2657,142,8076,424,49,2025-02-06 06:08:32.812117,2024-12-30 06:08:32.888067,Warehouse A,4.47,134,27,175,16,54,181,3615,0,2874.52
2658,353,8614,117,64,2025-01-22 06:08:32.812125,2025-02-10 06:08:32.888079,Warehouse A,2.41,72,26,21,31,12,93,3569,0,5300.91
2659,229,5840,369,82,2025-02-09 06:08:32.812131,2025-02-03 06:08:32.888085,Distribution Hub,4.8,144,19,173,13,19,136,658,0,15745.35
2660,159,2629,208,49,2025-02-17 06:08:32.812136,2025-01-11 06:08:32.888090,Store Y,2.7,81,21,59,5,42,85,665,0,10139.67
2661,250,6062,74,85,2025-01-06 06:08:32.812141,2025-01-23 06:08:32.888095,Warehouse B,4.38,131,6,26,47,30,39,1158,1,415.88
2662,386,1762,64,90,2025-01-14 06:08:32.812150,2025-02-05 06:08:32.888100,Distribution Hub,0.66,19,12,169,39,17,11,2527,1,3465.56
2663,104,7905,336,32,2025-02-04 06:08:32.812160,2025-01-13 06:08:32.888105,Warehouse A,2.45,73,10,182,18,40,36,628,0,5450.3
2664,365,5889,355,24,2025-02-02 06:08:32.812169,2025-01-06 06:08:32.888110,Warehouse B,3.65,109,11,174,20,47,60,4582,0,18510.21
2665,444,5839,99,14,2025-02-20 06:08:32.812177,2024-12-29 06:08:32.888115,Distribution Hub,4.39,131,28,34,2,55,184,4138,0,3712.22
2666,229,4957,45,49,2025-01-13 06:08:32.812183,2025-01-26 06:08:32.888121,Store Y,3.24,97,20,92,40,27,97,4515,1,412.13
2667,481,1557,315,27,2025-01-23 06:08:32.812188,2025-01-07 06:08:32.888126,Distribution Hub,1.28,38,9,110,30,46,17,2999,0,6530.38
2668,366,5621,392,30,2025-02-12 06:08:32.812194,2025-02-19 06:08:32.888131,Distribution Hub,4.49,134,25,123,10,3,168,2080,0,11568.7
2669,277,1839,428,88,2024-12-20 06:08:32.812199,2025-01-30 06:08:32.888136,Store X,3.09,92,22,111,64,23,101,3169,0,11627.89
2670,352,9194,443,12,2025-01-11 06:08:32.812204,2025-01-10 06:08:32.888141,Warehouse B,0.99,29,24,114,42,43,35,1455,0,27614.41
2671,155,9348,155,55,2024-12-09 06:08:32.812209,2025-01-09 06:08:32.888149,Distribution Hub,2.59,77,15,58,75,44,58,2154,0,1425.0
2672,182,7998,239,99,2024-12-31 06:08:32.812214,2025-02-14 06:08:32.888159,Warehouse A,3.65,109,6,52,53,8,32,1600,0,11271.36
2673,492,1510,352,88,2024-12-31 06:08:32.812220,2025-01-07 06:08:32.888167,Warehouse A,2.53,75,11,28,53,46,41,3033,0,29061.33
2674,198,2137,258,62,2025-01-13 06:08:32.812225,2025-01-04 06:08:32.888173,Store X,4.42,132,19,89,40,49,125,4513,0,8287.12
2675,248,6606,434,29,2025-02-06 06:08:32.812230,2025-01-02 06:08:32.888178,Warehouse A,2.41,72,13,35,16,51,46,3805,0,27106.4
2676,428,5666,135,68,2025-01-05 06:08:32.812235,2025-01-22 06:08:32.888183,Distribution Hub,3.13,93,6,106,48,31,28,3189,0,12504.35
2677,255,9906,369,30,2024-12-23 06:08:32.812240,2024-12-26 06:08:32.888188,Warehouse B,1.45,43,8,24,61,58,17,3941,0,29486.87
2678,289,6434,197,99,2024-12-03 06:08:32.812246,2025-01-22 06:08:32.888194,Store X,2.81,84,19,62,81,31,80,787,0,16544.39
2679,470,7446,186,96,2025-01-15 06:08:32.812254,2024-12-31 06:08:32.888199,Store X,1.5,45,12,29,38,53,27,4206,0,8668.82
2680,362,3654,115,60,2025-01-09 06:08:32.812263,2025-01-15 06:08:32.888206,Store Y,1.51,45,29,142,44,38,65,1917,0,1489.07
2681,179,1990,444,34,2025-02-07 06:08:32.812273,2025-02-02 06:08:32.888216,Store Y,1.76,52,8,73,15,20,21,1054,0,22749.69
2682,499,8820,57,77,2024-12-23 06:08:32.812279,2024-12-27 06:08:32.888225,Warehouse B,0.7,21,12,185,61,57,12,4937,1,679.69
2683,351,3160,69,19,2025-02-15 06:08:32.812285,2025-01-10 06:08:32.888233,Warehouse B,1.23,36,11,177,7,43,20,3689,0,3604.72
2684,196,6740,92,95,2025-01-23 06:08:32.812289,2025-01-12 06:08:32.888242,Store X,2.41,72,17,33,30,41,61,4316,1,4804.89
2685,359,5457,228,76,2025-01-17 06:08:32.812294,2025-01-15 06:08:32.888251,Distribution Hub,1.09,32,9,79,36,38,14,1188,0,18839.64
2686,359,3063,395,92,2025-02-11 06:08:32.812299,2025-01-08 06:08:32.888257,Distribution Hub,1.1,33,24,149,11,45,39,2455,0,22480.82
